Predict [116.419343 39.951559] - [116.474498 39.999253] of 20140705
==================================
Predict [116.419343 39.951559] - [116.474498 39.999253] of 20140705
==================================
155	0
155	0
4680	1
4680	1
4680	1
168	0
168	0
168	0
4680	1
4680	1
4680	1
4680	1
4680	1
168	0
168	0
168	0
471	0
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
1147	1
1147	1
1147	1
1147	1
1147	1
1147	1
1085	1
1085	1
1085	1
1085	1
1080	0
1080	0
1080	0
1080	0
1080	0
1147	1
208	1
208	1
208	1
208	1
208	1
208	1
209	1
209	1
209	1
209	1
209	1
209	1
41	1
41	1
41	1
41	1
41	1
863	0
863	0
863	0
863	0
863	0
863	0
40	0
40	0
40	0
40	0
40	0
209	1
209	1
209	1
209	1
209	1
40	0
40	0
209	1
209	1
209	1
209	1
209	1
209	1
1089	1
209	1
1090	1
4249	1
1090	1
1090	1
1090	1
1090	1
1090	1
1090	1
1090	1
1090	1
4249	1
1090	1
4249	1
1090	1
1091	1
1091	1
1091	1
1091	1
1091	1
210	1
4199	1
4199	1
4199	1
4199	1
4199	1
4200	1
4200	1
4201	1
4201	1
4201	1
1571	0
4202	1
4202	1
4201	0
4128	1
4201	0
4201	0
4201	0
Predict [116.473274 40.001057] - [116.419716 39.949753] of 20140705
==================================
4202	1
4202	1
4127	0
4127	0
4201	0
4127	0
4127	0
4127	0
4201	0
4127	0
4127	0
4201	0
4202	1
4202	1
4202	1
4202	1
4202	1
4202	1
4127	0
4201	0
4201	0
4201	0
4201	0
4200	0
4199	0
4199	0
4199	0
4199	0
4199	0
4182	1
4198	0
4198	0
4198	0
1091	1
1092	1
1092	1
1092	1
1092	1
1092	1
1092	1
1092	1
1092	1
979	0
979	0
979	0
979	0
979	0
1091	0
209	0
209	0
209	0
209	0
209	0
209	0
209	0
209	0
110	0
208	0
208	0
208	0
208	0
1147	0
1147	0
1147	0
866	0
1082	1
1082	1
1081	1
1084	0
1084	0
1084	0
866	0
866	0
866	0
866	0
4680	0
4680	0
4680	0
4680	0
4680	0
4680	0
4679	0
4679	0
4679	0
4679	0
4679	0
Predict [116.419343 39.951559] - [116.474498 39.999253] of 20140705
==================================
155	0
155	0
4680	1
4680	1
4680	1
168	0
168	0
168	0
4680	1
4680	1
4680	1
4680	1
4680	1
168	0
168	0
168	0
471	0
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
1147	1
1147	1
1147	1
1147	1
1147	1
1147	1
1085	1
1085	1
1085	1
1085	1
1080	0
1080	0
1080	0
1080	0
1080	0
1147	1
208	1
208	1
208	1
208	1
208	1
208	1
209	1
209	1
209	1
209	1
209	1
209	1
41	1
41	1
41	1
41	1
41	1
863	0
863	0
863	0
863	0
863	0
863	0
40	0
40	0
40	0
40	0
40	0
209	1
209	1
209	1
209	1
209	1
40	0
40	0
209	1
209	1
209	1
209	1
209	1
209	1
1089	1
209	1
1090	1
4249	1
1090	1
1090	1
1090	1
1090	1
1090	1
1090	1
1090	1
1090	1
4249	1
1090	1
4249	1
1090	1
1091	1
1091	1
1091	1
1091	1
1091	1
210	1
4199	1
4199	1
4199	1
4199	1
4199	1
4200	1
4200	1
4201	1
4201	1
4201	1
1571	0
4202	1
4202	1
4201	0
4128	1
4201	0
4201	0
4201	0
Predict [116.419343 39.951559] - [116.474498 39.999253] of 20140705
==================================
155	0
155	0
4680	1
4680	1
4680	1
168	0
168	0
168	0
4680	1
4680	1
4680	1
4680	1
4680	1
168	0
168	0
168	0
471	0
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
4681	1
1147	1
1147	1
1147	1
1147	1
1147	1
1147	1
1085	1
1085	1
1085	1
1085	1
1080	0
1080	0
1080	0
1080	0
1080	0
1147	1
208	1
208	1
208	1
208	1
208	1
208	1
209	1
